locus_tag	ftype	length_bp	gene	EC_number	COG	product
ECADFAHP_01080	CDS	1275			COG1680	putative protein
ECADFAHP_01081	CDS	3348	cirA_1		COG4771	Colicin I receptor
ECADFAHP_01082	CDS	645				hypothetical protein
ECADFAHP_01083	CDS	3411	cirA_2		COG4771	Colicin I receptor
ECADFAHP_01084	CDS	1008	limB	1.14.13.107		Limonene 1,2-monooxygenase
ECADFAHP_01085	CDS	810				hypothetical protein
ECADFAHP_01086	CDS	1227		4.2.1.156	COG4948	L-talarate/galactarate dehydratase
ECADFAHP_01087	CDS	714				hypothetical protein
ECADFAHP_01088	CDS	720				hypothetical protein
ECADFAHP_01089	CDS	687				hypothetical protein
ECADFAHP_01090	CDS	1149	carC	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
ECADFAHP_01091	CDS	1230		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
ECADFAHP_01092	CDS	1038	adh	1.1.1.1		Alcohol dehydrogenase
ECADFAHP_01093	CDS	2112	fadB_1		COG1024	Fatty acid oxidation complex subunit alpha
ECADFAHP_01094	CDS	1218	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
ECADFAHP_01095	CDS	1149	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
ECADFAHP_01096	CDS	489				hypothetical protein
ECADFAHP_01097	CDS	924	uspE_3		COG0589	Universal stress protein E
ECADFAHP_01098	CDS	849			COG0664	Cyclic nucleotide-gated potassium channel
ECADFAHP_01099	CDS	903	uspE_4		COG0589	Universal stress protein E
ECADFAHP_01100	CDS	324	dksA_1		COG1734	RNA polymerase-binding transcription factor DksA
ECADFAHP_01101	CDS	786				hypothetical protein
ECADFAHP_01102	CDS	1404	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
ECADFAHP_01103	CDS	435	uspA2_1		COG0589	Universal stress protein A 
ECADFAHP_01104	CDS	909	uspE_5		COG0589	Universal stress protein E
ECADFAHP_01105	CDS	795	anr			Transcriptional activator protein Anr
ECADFAHP_01106	CDS	2034	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
ECADFAHP_01107	CDS	849	dap4	3.4.14.5		Dipeptidyl aminopeptidase 4
ECADFAHP_01108	CDS	909	speE	2.5.1.16		Polyamine aminopropyltransferase
ECADFAHP_01109	CDS	552				hypothetical protein
ECADFAHP_01110	CDS	792	rhlG_1	1.1.1.100		Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase
ECADFAHP_01111	CDS	1080				hypothetical protein
ECADFAHP_01112	CDS	708	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
ECADFAHP_01113	CDS	1134	acdA_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
ECADFAHP_01114	CDS	1200		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
ECADFAHP_01115	CDS	540	pal_2		COG2885	Peptidoglycan-associated lipoprotein
ECADFAHP_01116	CDS	966	nlhH_2	3.1.1.1	COG0657	Carboxylesterase NlhH
ECADFAHP_01117	CDS	1365				hypothetical protein
ECADFAHP_01118	CDS	981	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
ECADFAHP_01119	CDS	984				hypothetical protein
ECADFAHP_01120	CDS	369	sxy		COG3070	Protein Sxy
ECADFAHP_01121	CDS	1554	ilvX	2.2.1.6	COG0028	Putative acetolactate synthase large subunit IlvX
ECADFAHP_01122	CDS	1542	putP_1		COG0591	Sodium/proline symporter
ECADFAHP_01123	CDS	1032				hypothetical protein
ECADFAHP_01124	CDS	429				hypothetical protein
ECADFAHP_01125	CDS	171				hypothetical protein
ECADFAHP_01126	CDS	1074				hypothetical protein
ECADFAHP_01127	CDS	1203				hypothetical protein
ECADFAHP_01128	CDS	2052				hypothetical protein
ECADFAHP_01129	CDS	2271	selD	2.7.9.3	COG0709	Selenide, water dikinase
ECADFAHP_01130	CDS	729	lapB_1			Lipopolysaccharide assembly protein B
ECADFAHP_01131	CDS	1086				hypothetical protein
ECADFAHP_01132	CDS	420				hypothetical protein
ECADFAHP_01133	CDS	810				hypothetical protein
ECADFAHP_01134	CDS	372		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
ECADFAHP_01135	CDS	1083	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
ECADFAHP_01136	CDS	1983		1.1.1.390		Sulfoquinovose 1-dehydrogenase
ECADFAHP_01137	CDS	423				hypothetical protein
ECADFAHP_01138	CDS	588	comR			HTH-type transcriptional repressor ComR
ECADFAHP_01139	CDS	726				hypothetical protein
ECADFAHP_01140	CDS	852	nit1	3.5.1.-		Deaminated glutathione amidase
ECADFAHP_01141	CDS	486	pilE_3		COG4969	Fimbrial protein
ECADFAHP_01142	CDS	549				hypothetical protein
ECADFAHP_01143	CDS	381				hypothetical protein
ECADFAHP_01144	CDS	1377	yhdG_1		COG0531	putative amino acid permease YhdG
ECADFAHP_01145	CDS	4014				hypothetical protein
ECADFAHP_01146	CDS	1479	rng	3.1.26.-	COG1530	Ribonuclease G
ECADFAHP_01147	CDS	606	yhdE		COG0424	Maf-like protein YhdE
ECADFAHP_01148	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
ECADFAHP_01149	CDS	927	mreC		COG1792	Cell shape-determining protein MreC
ECADFAHP_01150	CDS	1044	mreB		COG1077	Rod shape-determining protein MreB
ECADFAHP_01151	CDS	288	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
ECADFAHP_01152	CDS	1461	gatA_2	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
ECADFAHP_01153	CDS	1431	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
ECADFAHP_01154	CDS	330				hypothetical protein
ECADFAHP_01155	CDS	1275	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
ECADFAHP_01156	CDS	744	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
ECADFAHP_01157	CDS	858	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
ECADFAHP_01158	CDS	1089	prfA		COG0216	Peptide chain release factor RF1
ECADFAHP_01159	CDS	1347	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
ECADFAHP_01160	CDS	1770	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
ECADFAHP_01161	CDS	651	lolB		COG3017	Outer-membrane lipoprotein LolB
ECADFAHP_01162	CDS	900	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
ECADFAHP_01163	tRNA	75				tRNA-Gln(ttg)
ECADFAHP_01164	CDS	951	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
ECADFAHP_01165	CDS	684	rplY			50S ribosomal protein L25
ECADFAHP_01166	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
ECADFAHP_01167	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
ECADFAHP_01168	tRNA	77				tRNA-Met(cat)
ECADFAHP_01169	CDS	381				hypothetical protein
ECADFAHP_01170	CDS	366				hypothetical protein
ECADFAHP_01171	CDS	576	yceI		COG2353	Protein YceI
ECADFAHP_01172	CDS	1926	sldA_2	1.1.99.22		Glycerol dehydrogenase large subunit
ECADFAHP_01173	CDS	393				hypothetical protein
ECADFAHP_01174	CDS	807				hypothetical protein
ECADFAHP_01175	CDS	135				hypothetical protein
ECADFAHP_01176	CDS	1299	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
ECADFAHP_01177	CDS	729				hypothetical protein
ECADFAHP_01178	CDS	1533	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
ECADFAHP_01179	CDS	681				hypothetical protein
ECADFAHP_01180	CDS	786	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
ECADFAHP_01181	CDS	645				hypothetical protein
ECADFAHP_01182	CDS	660	qseB			Transcriptional regulatory protein QseB
ECADFAHP_01183	CDS	1311	qseC	2.7.13.3		Sensor protein QseC
ECADFAHP_01184	CDS	336				hypothetical protein
ECADFAHP_01185	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
ECADFAHP_01186	CDS	747				hypothetical protein
ECADFAHP_01187	CDS	1260				hypothetical protein
ECADFAHP_01188	CDS	1098	czcB			Cobalt-zinc-cadmium resistance protein CzcB
ECADFAHP_01189	CDS	3105	czcA			Cobalt-zinc-cadmium resistance protein CzcA
ECADFAHP_01190	CDS	291				hypothetical protein
ECADFAHP_01191	CDS	960				hypothetical protein
ECADFAHP_01192	CDS	639				hypothetical protein
ECADFAHP_01193	CDS	918	vgb_2	4.2.99.-		Virginiamycin B lyase
ECADFAHP_01194	CDS	411	arsC	1.20.4.4	COG0394	Arsenate reductase
ECADFAHP_01195	CDS	1722				hypothetical protein
ECADFAHP_01196	CDS	657	lemA_1		COG1704	Protein LemA
ECADFAHP_01197	CDS	2766	btuB_3		COG4206	Vitamin B12 transporter BtuB
ECADFAHP_01198	CDS	1188		3.4.11.25		Beta-peptidyl aminopeptidase BapA
ECADFAHP_01199	CDS	504	limA_1	3.3.2.8		Limonene-1,2-epoxide hydrolase
ECADFAHP_01200	CDS	2037	yccM		COG0348	Putative electron transport protein YccM
ECADFAHP_01201	CDS	1368				hypothetical protein
ECADFAHP_01202	CDS	123				hypothetical protein
ECADFAHP_01203	CDS	558				hypothetical protein
ECADFAHP_01204	CDS	885				hypothetical protein
ECADFAHP_01205	CDS	969	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
ECADFAHP_01206	CDS	1212	yliI_3	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
ECADFAHP_01207	CDS	795				hypothetical protein
ECADFAHP_01208	CDS	1896				hypothetical protein
ECADFAHP_01209	CDS	1920	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
ECADFAHP_01210	CDS	1560	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
ECADFAHP_01211	CDS	423	pilE_4			Fimbrial protein
ECADFAHP_01212	CDS	90				hypothetical protein
ECADFAHP_01213	CDS	897		3.-.-.-		putative metallo-hydrolase
ECADFAHP_01214	CDS	1698	blh	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
ECADFAHP_01215	CDS	1605			COG0659	putative sulfate transporter
ECADFAHP_01216	CDS	864				hypothetical protein
ECADFAHP_01217	CDS	870	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
ECADFAHP_01218	CDS	1158				hypothetical protein
ECADFAHP_01219	CDS	1011				hypothetical protein
ECADFAHP_01220	CDS	1326	rimO_1	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
ECADFAHP_01221	CDS	411				hypothetical protein
ECADFAHP_01222	CDS	1569	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
ECADFAHP_01223	CDS	507				hypothetical protein
ECADFAHP_01224	CDS	642				hypothetical protein
ECADFAHP_01225	CDS	699	ygeA	5.-.-.-	COG1794	Putative racemase YgeA
ECADFAHP_01226	CDS	987				hypothetical protein
ECADFAHP_01227	CDS	1086				hypothetical protein
ECADFAHP_01228	CDS	1209				hypothetical protein
ECADFAHP_01229	CDS	462				hypothetical protein
ECADFAHP_01230	CDS	816	ccoP2_2		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP2
ECADFAHP_01231	CDS	1650	qedA_1	1.1.2.8		Quinoprotein alcohol dehydrogenase (cytochrome c)
ECADFAHP_01232	CDS	1467				hypothetical protein
ECADFAHP_01233	CDS	996				hypothetical protein
ECADFAHP_01234	CDS	1434				hypothetical protein
ECADFAHP_01235	CDS	942				hypothetical protein
ECADFAHP_01236	CDS	495	resA_4			Thiol-disulfide oxidoreductase ResA
ECADFAHP_01237	CDS	1083				hypothetical protein
ECADFAHP_01238	CDS	396		2.8.1.-	COG0607	Sulfurtransferase
ECADFAHP_01239	CDS	1092				hypothetical protein
ECADFAHP_01240	CDS	1020	tas		COG0667	Protein tas
ECADFAHP_01241	CDS	840	nucA_2	3.1.30.2		Nuclease
ECADFAHP_01242	CDS	687	ycgM		COG0179	putative protein YcgM
ECADFAHP_01243	CDS	1776	sdcS_1		COG0471	Sodium-dependent dicarboxylate transporter SdcS
ECADFAHP_01244	CDS	1443			COG2308	putative protein
ECADFAHP_01245	CDS	948				hypothetical protein
ECADFAHP_01246	CDS	885			COG4307	putative protein
ECADFAHP_01247	CDS	795				hypothetical protein
ECADFAHP_01248	CDS	255				hypothetical protein
ECADFAHP_01249	CDS	1737		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
ECADFAHP_01250	CDS	987	ppsC_2	2.3.1.41		Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC
ECADFAHP_01251	CDS	855				hypothetical protein
ECADFAHP_01252	CDS	432	rimI	2.3.1.128	COG0456	Ribosomal-protein-alanine acetyltransferase
ECADFAHP_01253	CDS	231				hypothetical protein
ECADFAHP_01254	CDS	453	topA_2	5.99.1.2	COG0550	DNA topoisomerase 1
ECADFAHP_01255	CDS	1077	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
ECADFAHP_01256	CDS	756				hypothetical protein
ECADFAHP_01257	CDS	1764	gspE		COG2804	Putative type II secretion system protein E
ECADFAHP_01258	CDS	591	epsE_3		COG2804	Type II secretion system protein E
ECADFAHP_01259	CDS	324				hypothetical protein
ECADFAHP_01260	CDS	636				hypothetical protein
ECADFAHP_01261	CDS	1164	bcd_1	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
ECADFAHP_01262	CDS	591	cutS	1.2.5.3		Carbon monoxide dehydrogenase small chain
ECADFAHP_01263	CDS	2433	hcrA_1	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit alpha
ECADFAHP_01264	CDS	993	yagS	1.17.1.4	COG1319	Putative xanthine dehydrogenase YagS FAD-binding subunit
ECADFAHP_01265	CDS	159				hypothetical protein
ECADFAHP_01266	CDS	1587	prfC		COG4108	Peptide chain release factor RF3
ECADFAHP_01267	CDS	1131	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
ECADFAHP_01268	CDS	327	yajC		COG1862	Sec translocon accessory complex subunit YajC
ECADFAHP_01269	CDS	1875	secD		COG0342	Protein translocase subunit SecD
ECADFAHP_01270	CDS	948	secF		COG0341	Protein translocase subunit SecF
ECADFAHP_01271	CDS	2289	mltD_1	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
ECADFAHP_01272	CDS	1182				hypothetical protein
ECADFAHP_01273	CDS	627		2.5.1.18		Glutathione S-transferase
ECADFAHP_01274	CDS	873		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
ECADFAHP_01275	CDS	582				hypothetical protein
ECADFAHP_01276	CDS	3720				hypothetical protein
ECADFAHP_01277	CDS	2304				hypothetical protein
ECADFAHP_01278	CDS	1137				hypothetical protein
ECADFAHP_01279	CDS	2709	lapB_2			Lipopolysaccharide assembly protein B
ECADFAHP_01280	CDS	834				hypothetical protein
ECADFAHP_01281	CDS	1074				hypothetical protein
ECADFAHP_01282	CDS	894			COG1721	putative protein
ECADFAHP_01283	CDS	2037				hypothetical protein
ECADFAHP_01284	CDS	738				hypothetical protein
ECADFAHP_01285	CDS	3168	swrC		COG0841	Swarming motility protein SwrC
ECADFAHP_01286	CDS	1113	ttgD			Toluene efflux pump periplasmic linker protein TtgD
ECADFAHP_01287	CDS	804	ycdF	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
ECADFAHP_01288	CDS	555	regA		COG4567	Photosynthetic apparatus regulatory protein RegA
ECADFAHP_01289	CDS	1344	regB	2.7.13.3		Sensor histidine kinase RegB
ECADFAHP_01290	CDS	1845				hypothetical protein
ECADFAHP_01291	CDS	1653		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
ECADFAHP_01292	CDS	582				hypothetical protein
ECADFAHP_01293	CDS	138				hypothetical protein
ECADFAHP_01294	CDS	762				hypothetical protein
ECADFAHP_01295	CDS	1074				hypothetical protein
ECADFAHP_01296	CDS	429				hypothetical protein
ECADFAHP_01297	CDS	1314	amtB_2			Ammonia channel
ECADFAHP_01298	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
ECADFAHP_01299	CDS	1242				hypothetical protein
ECADFAHP_01300	CDS	984	panS		COG0385	Pantothenate precursors transporter PanS
ECADFAHP_01301	CDS	438				hypothetical protein
ECADFAHP_01302	CDS	672				hypothetical protein
ECADFAHP_01303	CDS	603	sigE_2			ECF RNA polymerase sigma factor SigE
ECADFAHP_01304	CDS	642				hypothetical protein
ECADFAHP_01305	CDS	555				hypothetical protein
ECADFAHP_01306	CDS	528				hypothetical protein
ECADFAHP_01307	CDS	2154		1.-.-.-	COG0243	putative oxidoreductase
ECADFAHP_01308	CDS	594				hypothetical protein
ECADFAHP_01309	CDS	1116				hypothetical protein
ECADFAHP_01310	CDS	1743				hypothetical protein
ECADFAHP_01311	CDS	237				hypothetical protein
ECADFAHP_01312	CDS	945	ribF		COG0196	Riboflavin biosynthesis protein RibF
ECADFAHP_01313	CDS	2820	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
ECADFAHP_01314	CDS	483	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
ECADFAHP_01315	CDS	984	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
ECADFAHP_01316	CDS	2640	pepN_2	3.4.11.2		Aminopeptidase N
ECADFAHP_01317	CDS	570				hypothetical protein
ECADFAHP_01318	CDS	2766	valS	6.1.1.9	COG0525	Valine--tRNA ligase
ECADFAHP_01319	CDS	423	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
ECADFAHP_01320	CDS	1536	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
ECADFAHP_01321	CDS	444				hypothetical protein
ECADFAHP_01322	CDS	1071	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
ECADFAHP_01323	CDS	1044	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
ECADFAHP_01324	CDS	483				hypothetical protein
ECADFAHP_01325	CDS	1431	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
ECADFAHP_01326	CDS	306	pntA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha
ECADFAHP_01327	CDS	1131	pntAA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha part 1
ECADFAHP_01328	CDS	1548	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
ECADFAHP_01329	CDS	1107	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
ECADFAHP_01330	CDS	156				hypothetical protein
ECADFAHP_01331	CDS	453				hypothetical protein
ECADFAHP_01332	tRNA	87				tRNA-Leu(caa)
ECADFAHP_01333	CDS	1044	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
ECADFAHP_01334	CDS	978	mdh	1.1.1.37	COG0039	Malate dehydrogenase
ECADFAHP_01335	CDS	1104	btsS_2	2.7.13.3	COG3275	Sensor histidine kinase BtsS
ECADFAHP_01336	CDS	831	btsR_2		COG3279	Transcriptional regulatory protein BtsR
ECADFAHP_01337	CDS	606	nsaD_1	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
ECADFAHP_01338	CDS	480	lrp_1		COG1522	Leucine-responsive regulatory protein
ECADFAHP_01339	CDS	1665	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
ECADFAHP_01340	CDS	1347				hypothetical protein
ECADFAHP_01341	CDS	594				hypothetical protein
ECADFAHP_01342	CDS	825				hypothetical protein
ECADFAHP_01343	CDS	507		2.8.1.-	COG0607	Sulfurtransferase
ECADFAHP_01344	CDS	582	sigW		COG1595	ECF RNA polymerase sigma factor SigW
ECADFAHP_01345	CDS	681				hypothetical protein
ECADFAHP_01346	CDS	1161				hypothetical protein
ECADFAHP_01347	CDS	810				hypothetical protein
ECADFAHP_01348	CDS	387				hypothetical protein
ECADFAHP_01349	CDS	837	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
ECADFAHP_01350	CDS	543				hypothetical protein
ECADFAHP_01351	CDS	492	iscR		COG1959	HTH-type transcriptional regulator IscR
ECADFAHP_01352	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
ECADFAHP_01353	CDS	384	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
ECADFAHP_01354	CDS	327	iscA		COG0316	Iron-binding protein IscA
ECADFAHP_01355	CDS	477	hscB		COG1076	Co-chaperone protein HscB
ECADFAHP_01356	CDS	1872	hscA		COG0443	Chaperone protein HscA
ECADFAHP_01357	CDS	339	fdx		COG0633	2Fe-2S ferredoxin
ECADFAHP_01358	CDS	198	iscX		COG2975	Protein IscX
ECADFAHP_01359	CDS	423	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
ECADFAHP_01360	CDS	1179	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
ECADFAHP_01361	CDS	789	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
ECADFAHP_01362	CDS	1005	rodZ		COG1426	Cytoskeleton protein RodZ
ECADFAHP_01363	CDS	1113	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
ECADFAHP_01364	CDS	1287	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
ECADFAHP_01365	CDS	669				hypothetical protein
ECADFAHP_01366	CDS	1158	bamB		COG1520	Outer membrane protein assembly factor BamB
ECADFAHP_01367	CDS	1533	der		COG1160	GTPase Der
ECADFAHP_01368	CDS	984	thadh	4.3.1.16		L-threo-3-hydroxyaspartate ammonia-lyase
ECADFAHP_01369	CDS	1449	apeA	3.4.11.-	COG1362	putative M18 family aminopeptidase 1
ECADFAHP_01370	CDS	975	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
ECADFAHP_01371	CDS	795				hypothetical protein
ECADFAHP_01372	CDS	1671	qgdA_3	1.1.9.1		Quinohemoprotein alcohol dehydrogenase ADH-IIG
ECADFAHP_01373	CDS	2058	quiA_3	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
ECADFAHP_01374	CDS	1035	gnl	3.1.1.17		Gluconolactonase
ECADFAHP_01375	CDS	363				hypothetical protein
ECADFAHP_01376	CDS	744				hypothetical protein
ECADFAHP_01377	CDS	1620	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
ECADFAHP_01378	CDS	387				hypothetical protein
ECADFAHP_01379	CDS	417				hypothetical protein
ECADFAHP_01380	CDS	1794	qbdA_2	1.1.9.1		Quinohemoprotein alcohol dehydrogenase ADH IIB
ECADFAHP_01381	CDS	921	zitB			Zinc transporter ZitB
ECADFAHP_01382	CDS	528				hypothetical protein
ECADFAHP_01383	CDS	1014	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
ECADFAHP_01384	CDS	1074	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
ECADFAHP_01385	CDS	1965			COG0747	putative ABC transporter-binding protein
ECADFAHP_01386	CDS	1956				hypothetical protein
ECADFAHP_01387	CDS	987	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
ECADFAHP_01388	CDS	1014	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
ECADFAHP_01389	CDS	939		3.1.1.101		Poly(ethylene terephthalate) hydrolase
ECADFAHP_01390	CDS	498				hypothetical protein
ECADFAHP_01391	CDS	723	ipuF	3.4.-.-		Gamma-glutamyl-L-1-hydroxyisopropylamide hydrolase
ECADFAHP_01392	CDS	711	bdbD		COG1651	Disulfide bond formation protein D
ECADFAHP_01393	CDS	366				hypothetical protein
ECADFAHP_01394	CDS	1083				hypothetical protein
ECADFAHP_01395	CDS	270				hypothetical protein
ECADFAHP_01396	CDS	1389	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
ECADFAHP_01397	CDS	399				hypothetical protein
ECADFAHP_01398	CDS	636	qcrA		COG0723	Cytochrome bc1 complex Rieske iron-sulfur subunit
ECADFAHP_01399	CDS	1716	qedA_2	1.1.2.8		Quinoprotein alcohol dehydrogenase (cytochrome c)
ECADFAHP_01400	CDS	516	gloA_1	4.4.1.5	COG0346	Lactoylglutathione lyase
ECADFAHP_01401	CDS	786				hypothetical protein
ECADFAHP_01402	CDS	1305	ccp_2	1.11.1.5	COG1858	Cytochrome c551 peroxidase
ECADFAHP_01403	CDS	369				hypothetical protein
ECADFAHP_01404	CDS	738				hypothetical protein
ECADFAHP_01405	CDS	1035				hypothetical protein
ECADFAHP_01406	CDS	1155				hypothetical protein
ECADFAHP_01407	CDS	210	cspV		COG1278	Cold shock protein CspV
ECADFAHP_01408	CDS	138				hypothetical protein
ECADFAHP_01409	CDS	660	fdhC			Fructose dehydrogenase cytochrome subunit
ECADFAHP_01410	CDS	351				hypothetical protein
ECADFAHP_01411	CDS	927		3.3.2.10		Epoxide hydrolase B
ECADFAHP_01412	CDS	435				hypothetical protein
ECADFAHP_01413	CDS	1596	pamO	1.14.13.92	COG2072	Phenylacetone monooxygenase
ECADFAHP_01414	CDS	1002				hypothetical protein
ECADFAHP_01415	CDS	777				hypothetical protein
ECADFAHP_01416	CDS	744				hypothetical protein
ECADFAHP_01417	CDS	1470	guaB_2	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
ECADFAHP_01418	CDS	1581	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
ECADFAHP_01419	CDS	1461	ycf3			Photosystem I assembly protein Ycf3
ECADFAHP_01420	CDS	483	ansA	3.5.1.1	COG0252	L-asparaginase 1
